sd_id	dc_release_id	sd_artist	dc_artist	dc_artist_id	sd_record_label	dc_record_label	sd_label_cat_no	dc_label_cat_no	sd_title	dc_title	dc_country	dc_year	dc_decade	dc_genres	dc_styles
5595817	5112067	Members of the Perez Prado Orchestra, Bobby Gill conducting	Members Of The Perez Prado Orchestra	1217166	Crown	Crown Records (2)	CLP 5106	CLP 5106	Mambo jambo	Prado Mania	US	1959	50	Latin	Mambo
5220959	10506951	[read by] Claire Bloom [and] Claude Rains	Claire Bloom	597358	Caedmon	Caedmon Records	TC 1085	TC 1085	The song of songs :	The Song Of Songs And Heloise And Abelard	US	1957	50	Non-Music	Spoken Word
5385003	5214842	[music composed and conducted by Franz Waxman]	Franz Waxman	347355	United Artists	United Artists Records	UAL 4100	UAL 4100C	Taras Bulba :	Taras Bulba (Original Music From The Motion Picture)	US	1962	60	Stage & Screen	Soundtrack
5481965	8843327		Various	194	RCA Victor	RCA Special Products	PRS 395	PRS 395	Turn back the hands of time.	Turn Back The Hands Of Time	Canada	1972	70	Pop; Folk, World, & Country	Country; Vocal
4527804	1983971		Billy Vaughn	380915	Dot	Dot Records	DLP 3119	DLP 3119	Billy Vaughn plays the million sellers.	Billy Vaughn Plays The Million Sellers	US	1958	50	Jazz; Folk, World, & Country	Easy Listening
4763376	2994098	Alan Black Schackner	Alan Black Schackner	2333809	RCA Camden	RCA Camden	CAS-2378	CAS-2378	Yesterday, when I was young	Yesterday, When I Was Young	US	1970	70	Jazz	Easy Listening
194480	2936374	Miles Davis	Miles Davis	23755	Columbia	Columbia	CL 2453	CL 2453	"Four"" & more"	'Four' & More - Recorded Live In Concert	US	1966	60	Jazz	Hard Bop; Modal
6555628	10480467		Teddy Phillips And His Orchestra	1029405	King	King Records (3)	1333	1333	The Laughing Saxophone ; Please Unlock the Door.	The Laughing Saxophone / Please Unlock The Door	US	1954	50	Pop	Vocal
6555505	10480467		Teddy Phillips And His Orchestra	1029405	King	King Records (3)	1333	1333	The Laughing Saxophone ; Please Unlock the Door.	The Laughing Saxophone / Please Unlock The Door	US	1954	50	Pop	Vocal
6569345	2126001	R. Charles	Everly Brothers	145071	Cadence	Cadence (2)	1342	1342	This little girl of mine ;	This Little Girl Of Mine / Should We Tell Him	US	1958	50	Rock; Pop	Vocal
6567906	5798500	Mimi Martel ; Ronnie Deauville	The Rhythmaires	938656	Tops	Tops Records	R248	45-R248-49	Mr. Sandman ; Hajji baba  ;	Mr. Sandman	US	1954	50	Jazz; Pop	Vocal
6567915	10560421	Chaplin	The Les Morgan Orchestra	1782518	Tops	Tops Records	365	45-365	Limelight ;	Ruby / Limelight (Terry's Theme)	US	1957	50	Jazz; Brass & Military	Big Band
6567953	2745225	William Monroe	Del Gillman And His Bar X Boys	2147138	Tops	Tops Records	289	45-289	Kentucky waltz ;	Kentucky Waltz / Bluebird Island	US	1951	50	Pop	Vocal
6743104	1558665	Gerdundula / Manston, James	Status Quo	103064	Pye Records	Pye Records	BD 103	BD 103	Down the dustpipe	Down The Dustpipe	UK	1977	70	Rock	Hard Rock
6743248	1558624	Vivabeat, Garman. On patrol / Vivabeat	Vivabeat	442830	Charisma Records	Charisma	CB 355-12	CB 355-12	Man from China	Man From China	UK	1979	70	Electronic; Rock	New Wave; Pop Rock
6741354	7582410		Vic Damone	275681	Capitol	Capitol Custom	PB-2273	PB-2272 / PB-2273	Vic Damone swings with A & W.	Vic Damone Swings With A&W	US	1963	60	Pop	Vocal
6751028	3600618		Creedence Clearwater Revival	252102	Fantasy Records	Fantasy	CCR-1-2	CCR-1-2	Creedence Clearwater Revival live in Europe.	Live In Europe	Spain	1974	70	Rock	Pop Rock; Classic Rock
6666673	1861650	 John Lennon ; Paul McCartney	The Beatles	82730	Capitol Records	Capitol Records	5371	5371	I don't want to spoil the party ;	Eight Days A Week/I Don't Want To Spoil The Party	US	1965	60	Rock	Beat; Rock & Roll
6660781	8520006		Guy Lombardo And His Royal Canadians	349506	Reader's Digest	Reader's Digest	2-729	2-729-0	The Best of Guy Lombardo, and his Royal Canadians :	The Best Of Guy Lombardo And His Royal Canadians	Canada	1975	70	Jazz	Big Band
5821539	8567826		Morton Subotnick	32196	Columbia	Columbia Masterworks	M 30683	M 30683	Sidewinder.	Sidewinder	US	1971	70	Electronic	Abstract; Experimental
60903	8200093		The Fifes & Drums	3999042	Colonial Williamsburg Foundation	Colonial Williamsburg Foundation	WS 109	WS 109	A concert of military music.	A Concert Of Military Music	US	1978	70	Brass & Military	Pipe & Drum
4533541	1152173	Idris Muhammad	Idris Muhammad	42195	Kudu	Kudu	KU-34	KU-34	Turn this mutha out	Turn This Mutha Out	US	1977	70	Jazz	Jazz-Funk
4452445	669525		Various	194	K-tel	K-Tel	TU 2560	TU 2560	Music Machine.	Music Machine	US	1977	70	Electronic; Rock; Funk / Soul; Pop	Soft Rock; Pop Rock; Disco; Classic Rock
6549380	4316420	Rex Allen, Dave Bohne. Crying in the chapel / Artie Glenn	Rex Allen	602849	Decca	Decca	28758	9-28758	I thank the Lord	Crying In The Chapel	US	1953	50	Folk, World, & Country	Country
6550194	8018690	The Bob Cats. Five point blues / Yank Lawson	Bob Crosby And The Bob Cats	350223	Decca	Decca	25298	9-25298	March of the Bob cats	March Of The Bob Cats / Five Point Blues	US	1951	50	Jazz	Dixieland
6558745	9932545		Frankie Laine	377935	Mercury	Mercury	5293	5293	Georgia on my mind -- You're just the kind.	Georgia On My Mind / You're Just The Kind	US	1949	40	Jazz; Pop	Big Band
6560736	9996656	Burris, Smith ;	Georgia Gibbs	89634	Mercury	Mercury	70572	70572-X45	Ballin' the jack	Dance With Me Henry (Wallflower) / Ballin' The Jack	US	1955	50	Pop	Vocal
6560189	1770968		Patti Page	57628	Mercury	Mercury	70070	70070-X45	My jealous eyes. The doggie in the window.	The Doggie In The Window / My Jealous Eyes	US	1953	50	Pop	Vocal
6667694	1472328	Steiner	Les Baxter, His Chorus And Orchestra	818569	Capitol Records	Capitol Records	F3336	F3336	The poor people of Paris	The Poor People Of Paris (La Goualante Du Pauvre Jean) / Theme From 'Helen Of Troy'	US	1956	50	Jazz; Pop; Stage & Screen	Theme; Easy Listening
677508	6767129		Morris Carnovsky	1587401	Spoken Arts	Spoken Arts	776	776	The Psalms.	The Psalms	US	1960	60	Non-Music	Religious; Spoken Word; Poetry
6666984	2625369	David Geddes	David Geddes	419141	Big Tree.	Big Tree Records	BT-16052	BT-16052	Wise up girl --	The Last Game Of The Season (A Blind Man In The Bleachers)	US	1975	70	Rock	Soft Rock
6566341	11270458	H.P. Smith ;	Lloyd Price	116703	Specialty	Specialty	XSP-483	XSP-483	Too late for tears	Too Late For Tears / Let Me Come Home Baby	US	1954	50	Funk / Soul	Rhythm & Blues
2440708	1345305		The Chico Hamilton Quintet	330155	Columbia	Columbia	CS 8390	CS 8390	The Chico Hamilton Quintet plays selections from Irma la douce ;	Bye Bye Birdie - Irma La Douce	US	1960	60	Jazz	Cool Jazz; Hard Bop
2441291	4351544	Johnny Mathis	Johnny Mathis	170755	Columbia	Columbia	CL 2044	CL 2044	Johnny	Johnny	US	1963	60	Jazz; Pop	Easy Listening
2441296	6970309		Jackie & Roy	70525	Columbia	Columbia	CL 1934	CL 1934	Like sing.	Like Sing	US	1963	60	Jazz	Bop
2441353	4992917		Duke Ellington And His Orchestra	284747	RCA Victor	RCA Victor	LJM 1002	LJM 1002	Duke Ellington Seattle concert.	Seattle Concert	Germany	1954	50	Jazz	Big Band; Swing
2441325	4606373		Michel Legrand Big Band	3310536	Philips	Philips	PHM 200-074	PHM 200-074	Michel Legrand big band plays Richard Rodgers.	Plays Richard Rodgers	US	1963	60	Jazz; Pop	Big Band
2441304	5488209	the Hi-Lo's	The Hi-Lo's	390933	Columbia	Columbia	CL 1509	CL 1509	All over the place	All Over The Place	US	1960	60	Jazz	Vocal
2441378	3801064	the Dukes of Dixieland	The Dukes Of Dixieland	269599	Columbia	Columbia	CL 1728	CL 1728	Breakin' it up on Broadway!!	Breakin' It Up On Broadway !!	US	1961	60	Jazz; Stage & Screen	Dixieland
2441375	1730537	the Ray Conniff Singers	Ray Conniff And The Singers	269324	Columbia	Columbia	CL 1334	CL 1334	It's the talk of the town	It's The Talk Of The Town	US	1959	50	Jazz; Pop	Music Hall; Easy Listening
2441409	6109973		Tony Bennett	170754	Columbia	Columbia	CL 1446	CL 1446	Tony sings for two.	Tony Sings For Two	US	1961	60	Jazz	Easy Listening
2441391	4832004	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	CL 1186	CL 1186	Long ago and far away	Long Ago And Far Away	US	1958	50	Jazz; Pop	Vocal
2441408	9757983		Ray Conniff And The Singers	269324	Columbia	Columbia	C 30178	C 30178	Concert in stereo live at the Sahara/Tahoe.	Ray Conniff's Concert In Stereo (Live At The Sahara/Tahoe)	Canada	1970	70	Jazz	Easy Listening
2441405	2998294		Tony Bennett	170754	Columbia	Columbia	CL 1301	CL 1301	Hometown, my town.	Hometown, My Town	US	1959	50	Pop	Vocal
2441389	5344096		Jonathan And Darlene Edwards	1197490	Columbia	Columbia	CL 1513	CL 1513	Jonathan and Darlene Edwards in Paris.	Jonathan And Darlene Edwards In Paris	US	1960	60	Non-Music	Comedy
2442047	2307679		Duke Ellington And His Orchestra	284747	Columbia	Columbia	CL 1360	CL 1360	Anatomy of a murder.	Anatomy Of A Murder	US	1959	50	Jazz; Stage & Screen	Soundtrack; Big Band; Swing
2442053	541912	songs by Paul Simon ; additional music by Dave Grusin	Simon & Garfunkel	232157	Columbia	Columbia Masterworks	OS 3180	OS 3180	The graduate	The Graduate (Original Sound Track Recording)	US	1968	60	Jazz; Rock; Stage & Screen	Folk Rock; Acoustic; Soundtrack
2442043	6248974		Ethel Merman	441207	Columbia.	Columbia Special Products	CL 2751	ACL 2751	Ethel Merman, 1932-1935, Lyda Roberti, 1934 [and] Mae West, 1933.	Ethel Merman (1932-1935) - Lyda Roberti (1934) - Mae West (1933)	US	1967	60	Jazz; Pop; Stage & Screen	Musical; Easy Listening; Music Hall
2442071	2708178	Les Elgart and his orchestra	Les Elgart And His Orchestra	1354613	Columbia	Columbia	CS 8367	CS 8367	Half satin:	Half Satin - Half Latin	US	1960	60	Jazz	Big Band
2440348	2301625	Alex North	Alex North	283106	20th Century Fox	20th Century Fox Records	FXG 5008	FXG 5008	Cleopatra :	Cleopatra (Original Soundtrack Album)	US	1963	60	Stage & Screen	Soundtrack
2441160	4694145	Eydie Gorme and Steve Lawrence	Steve & Eydie	1494546	ABC-Paramount	ABC-PARAMOUNT	ABC-311	ABC-311	Songs from the golden circle	Eydie And Steve Sing The Golden Hits	US	1960	60	Jazz	Easy Listening
2441192	5273394		Judy Holliday	913036	Columbia	Columbia	CL 1153	CL 1153	Trouble is a man.	Trouble Is A Man	US	1958	50	Jazz	Easy Listening
2441196	3081023		André Previn And His Orchestra	390125	Columbia	Columbia	CL 1786	CL 1786	The faraway part of town.	The Faraway Part Of Town	US	1962	60	Jazz	Easy Listening
2441774	6797174	Les Brown and his Band of Renown	Les Brown And His Band Of Renown	269852	Columbia	Columbia	CS 8830	CS 8830	The explosive sound of Les Brown and his Band of Renown:	The Explosive Sound Of Les Brown And His Band Of Renown Swingin' The Masters!	Canada	1963	60	Jazz	Big Band
2442054	8582714		Sy Oliver And His Orchestra	368674	Columbia	Columbia	CL 1815	CL 1815	I can get it for you wholesale.	I  Can Get It For You Wholesale	Canada	1962	60	Jazz; Funk / Soul; Blues	Big Band
2442135	3531345		Rosemary Clooney	235447	Columbia	Columbia	CL 1006	CL 1006	Ring around the rosie.	Ring Around Rosie	US	1957	50	Jazz; Pop	Vocal; Swing; Cool Jazz
2440807	1574129		Frank Sinatra	52833	Columbia	Columbia	CL 1136	CL 1136	Put your dreams away.	Put Your Dreams Away	US	1958	50	Pop	Vocal
2441094	7336397		Henry Mancini	10529	RCA Victor	RCA	LPM-2722	LPM-2722	3 great bands.	3 Great Bands	US	1963	60	Jazz	Big Band; Easy Listening
2441173	1893852	Les Elgart and his orchestra	Les Elgart And His Orchestra	1354613	Columbia	Columbia	CL 684	CL 684	The dancing sound	The Dancing Sound	US	1955	50	Jazz	Big Band; Swing
2442394	9415321	music by Richard Rodgers ; lyrics by Oscar Hammerstein 2nd	The Sound Of Music Original Broadway Cast	1094316	Columbia	Columbia	KOL 5450	KOL 5450	The sound of music :	The Sound Of Music	US	1959	50	Stage & Screen	Musical
2441529	700542	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	C 30240	C 30240	Tony Bennett sings his all-time Hall of Fame hits	Sings His All-Time Hall Of Fame Hits	US	1971	70	Jazz; Pop	Vocal
2441532	4661801	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	CL 2343	CL 2343	If I ruled the world :	If I Ruled The World - Songs For The Jet Set	US	1965	60	Jazz	Easy Listening
2441549	2803538	Les Elgart and his orchestra	Les Elgart	1058636	Columbia	Columbia	CL 1450	CL 1450	Les Elgart :	The Band With That Sound	US	1960	60	Jazz	Big Band
2441547	2723167	Pete Fountain	Pete Fountain	267653	Coral	Coral	CRL 57394	CRL 57394	Swing low, sweet clarinet	Swing Low, Sweet Clarinet	US	1962	60	Jazz	Dixieland
2441545	7942618	Jo Stafford	Jo Stafford	269596	Columbia	Columbia	CL 1262	CL 1262	I'll be seeing you	I'll Be Seeing You	US	1959	50	Jazz; Pop	Vocal; Easy Listening
2441979	5983393		Tommy Hendrix	2513353	Liberty	Liberty	LRP 3070	LRP 3070	Out of the mist.	Out Of The Mist	US	1958	50	Jazz; Pop	Vocal; Cool Jazz
2441987	10394171		Ted Heath	307263	London	London Records	LL 1279	LL 1279	Kern for moderns.	Kern For Moderns	US	1956	50	Jazz	Big Band
2441986	11365994	Johnny Guarnieri and his orchestra	Johnny Guarnieri And His Group	3365802	RCA Camden	RCA Camden	CAL 345	CAL 345	Cheerful little earful	Cheerful Little Earful		1958	50	Jazz	Big Band
2441975	6496707	arranged and conducted by John Carisi	John Carisi	271036	Columbia	Columbia	CL 1419	CL 1419	The new jazz sound of Show boat	The New Jazz Sound Of Show Boat	US	1960	60	Jazz	Bop
2441912	3021463		Sammy Davis Jr.	44133	Reprise	Reprise Records	R 6164	R 6164	The Nat King Cole song book.	The Nat King Cole Song Book By Sammy	US	1965	60	Jazz	Soul
2441908	2612119		Barbra Streisand	53248	Columbia	Columbia	KCS 9968	KCS 9968	Barbra Streisand's greatest hits.	Barbra Streisand's Greatest Hits	US	1970	70	Pop	Vocal; Ballad
2441935	10105239		Skitch Henderson & His Orchestra	406270	Columbia	Columbia	CL 2471	CL 2471	"Skitch Henderson & his orchestra play music from ""Sweet Charity""."	Sweet Charity	Canada	1966	60	Pop	Easy Listening
2441046	2926924		Steve Lawrence (2)	260415	Columbia	Columbia	CL 1953	CL 1953	Winners!.	Winners!	US	1963	60	Jazz	Smooth Jazz
2441061	12101949	Leslie Uggams	Leslie Uggams	390665	Columbia	Columbia	CL 2071	CL 2071	So in love!	So In Love!	Canada	1963	60	Pop	Vocal
2441029	6579096	Jo Stafford	Jo Stafford	269596	Columbia	Columbia	CS 8361	CS 8361	Jo + jazz	Jo + Jazz	US	1960	60	Jazz	Vocal; Swing
2441488	1798858		The Hi-Lo's	390933	Columbia	Columbia	CL 1259	CL 1259	The Hi-Lo's and all that jazz.	And All That Jazz	US	1958	50	Jazz	Easy Listening
2441477	2733458		Tony Bennett	170754	Columbia	Columbia	CL 2141	CL 2141	The Many moods of Tony.	The Many Moods Of Tony	US	1964	60	Jazz; Pop	Vocal; Easy Listening
2441478	3815777	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	CL 2472	CL 2472	The movie song album	The Movie Song Album	US	1966	60	Jazz	Easy Listening
2441480	12100456	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	CL 1763	CL 1763	Mr. Broadway :	'Mr. Broadway': Tony's Greatest Broadway Hits	US	1962	60	Jazz; Pop; Stage & Screen	Musical; Vocal; Easy Listening
2441499	4595035	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	CL 2560	CL 2560	A time for love	A Time For Love	US	1966	60	Pop	Vocal
2441479	2944443	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	CL 2000	CL 2000	I wanna be around--	I Wanna Be Around	US	1963	60	Jazz; Pop	Vocal
2441448	4165872	Jerri Adams	Jerri Adams	1271071	Columbia	Columbia	CL 916	CL 916	It's cool inside	It's Cool Inside	US	1956	50	Pop	Vocal
2441463	6110254	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	CL 1658	CL 1658	My heart sings	My Heart Sings	US	1961	60	Jazz	Swing
2441829	10311395		Al Hirt	266136	RCA Camden	Camden	CAS 2316	CAS 2316	Al's place.	Al's Place	Canada	1970	70	Jazz	Easy Listening
2441826	2196243		Ray Conniff And His Orchestra & Chorus	372087	Columbia	Columbia	CL 1252	CL 1252	Broadway in rhythm.	Broadway In Rhythm	US	1958	50	Jazz; Pop	Easy Listening; Vocal
2441792	788742	Woody Herman and his orchestra	Woody Herman And His Orchestra	284746	Columbia	Columbia	CL 683	CL 683	Twelve shades of blue	Twelve Shades Of Blue	US	1955	50	Jazz	Big Band; Swing
2441817	3840083	arranged and conducted by Luther Henderson	Tammy Grimes	935707	Columbia	Columbia	CS 8784	CS 8784	The Unmistakable Tammy Grimes	The Unmistakable Tammy Grimes	US	1963	60	Pop	Vocal
2439954	2195808		John McCormack (2)	914898	RCA Camden	RCA Camden	CAL 635	CAL 635	John McCormack sings sacred music.	John McCormack Sings Sacred Music	US	1958	50	Folk, World, & Country	Folk
2440293	3549975	Art Blakey's Jazz Messengers	Art Blakey & The Jazz Messengers	262128	RCA Vik	Vik	LX-1115	LX-1115	A night in Tunisia	A Night In Tunisia	US	1958	50	Jazz	Hard Bop; Bop
2440450	3956130		Peggy Lee	79742	Capitol	Capitol Records	T 1049	ST 1049	Things are swingin'.	Things Are Swingin'	US	1958	50	Jazz; Pop	Vocal
2440380	9751315		Les Brown And His Band Of Renown	269852	Columbia	Columbia	CL 1594	CL 1594	Les Brown and his Band of Renown play the Lerner and Loewe bandbook.	The Lerner And Loewe Bandbook Music From 'Camelot', 'My Fair Lady', 'Gigi' And 'Brigadoon'	Canada	1961	60	Jazz	Big Band
2442204	3321722		Noël Coward	186262	Columbia	Columbia Masterworks	ML 5063	ML 5063	Noel Coward at Las Vegas.	Noel Coward At Las Vegas	US	1955	50	Stage & Screen	Music Hall
2440683	2990737	Michel Legrand and his orchestra	Michel Legrand Et Son Orchestre	299191	Columbia	Columbia	CL 647	CL 647	Holiday in Rome	Holiday In Rome	US	1955	50	Jazz; Folk, World, & Country	Easy Listening
2440625	7924273		Luther Henderson And His Orchestra	2685728	Columbia	Columbia	CL 1420	CL 1420	The greatest sound around :	The Greatest Sound Around - Hand Clapping Rhythms Of Luther Henderson & His Orchestra	US	1960	60	Jazz; Folk, World, & Country	Easy Listening
2440889	3622444	with Lee Wiley	Lee Wiley	307291	Columbia	Columbia	CL 656	CL 656	Night in Manhattan	Night In Manhattan	US	1955	50	Jazz	Vocal
2440945	1599385		The Horace Silver Quintet	317879	Blue Note	Blue Note	BLP 4076	BLP 4076	Doin' the thing :	Doin' The Thing - At The Village Gate	US	1961	60	Jazz	Hard Bop
2440894	3413279		The Four Lads	457331	Columbia	Columbia	CL 912	CL 912	On the sunny side.	On The Sunny Side	US	1956	50	Jazz; Pop	Big Band
2441734	5151865	Eydie [Gorme]	Eydie Gormé	260407	ABC-Paramount	ABC-Paramount	ABC-343	ABC-343	Eydie in Dixieland	Eydie In Dixie-Land	US	1960	60	Jazz; Pop	Dixieland; Vocal
2441733	12287550	Doris Day	Doris Day	216294	Columbia	Columbia	CL 1614	CL 1614	Bright and shiny	Bright & Shiny	US	1961	60	Jazz; Pop	Vocal
2441722	4405545		Eydie Gormé	260407	Columbia	Columbia	CL 2012	CL 2012	Blame it on the bossa nova.	Blame It On The Bossa Nova	US	1963	60	Jazz; Folk, World, & Country	Bossa Nova
2441702	1791706		Oscar Brown Jr.	139219	Columbia	Columbia	CL 1873	CL 1873	In a new mood.	In A New Mood	US	1962	60	Jazz; Funk / Soul; Blues	Soul-Jazz
2441683	8023992	Steve Lawrence	Steve Lawrence (2)	260415	Columbia	Columbia	CL 2052	CL 2052	Swinging west	Swinging West	US	1963	60	Pop	Vocal
2441661	5528557	Tony Bennett	Tony Bennett	170754	Columbia	Columbia	CS 8104	CS 8104	In person!	In Person!	US	1959	50	Jazz; Pop	Big Band; Swing
2441668	1684965		Eydie Gormé	260407	Columbia	Columbia	CS 9564	CS 9564	Eydie Gorme's greatest hits.	Eydie Gorme's Greatest Hits	US	1967	60	Jazz; Latin	Bossa Nova
2440591	1932361		Frank Sinatra	52833	Columbia	Columbia	CL 1241	CL 1241	Love is a kick.	Love Is A Kick	US	1958	50	Jazz	Big Band; Swing
2441604	4057285	Frank Sinatra	Frank Sinatra	52833	Columbia	Columbia	CL 1448	CL 1448	Reflections	Reflections	US	1959	50	Jazz; Pop	Vocal; Ballad
2441627	3154310		Jonathan And Darlene Edwards	1197490	Columbia	Columbia	CL 1024	CL 1024	The Piano artistry of Jonathan Edwards.	The Piano Artistry Of Jonathan Edwards	US	1957	50	Pop	Novelty
2441630	8257674	Jo Stafford	Jo Stafford	269596	Columbia	Columbia	CL 968	CL 968	Once over lightly	Once Over Lightly	Canada	1957	50	Jazz	Easy Listening
2441628	2451235	Jerry Murad's Harmonicats	Jerry Murad's Harmonicats	1039713	Columbia	Columbia	CL 2274	CL 2274	That new gang of mine!	That New Gang Of Mine!	US	1965	60	Jazz	Easy Listening
2441603	3379136	Frank Sinatra	Frank Sinatra	52833	Columbia	Columbia	CL 1359	CL 1359	Come back to Sorrento	Come Back To Sorrento	US	1959	50	Pop	Vocal
2441996	2031332		The Pied Pipers	399303	Warner Bros.	Warner Bros. Records	W 1446	W 1446	Singin' & swingin'.	Singin' & Swingin'	US	1962	60	Jazz	Big Band; Swing
2438405	8454791		Marvin Payne	3297771	Trilogy Arts	Trilogy Arts	TAR-1002	TAR-1002	Ships of dust.	Ships Of Dust	US	1971	70	Rock	Folk Rock
2443406	2098157		Ferrante & Teicher	179036	Columbia / Harmony	Harmony (4)	HS 11355	HS 11355	Autumn leaves.	Autumn Leaves	US	1969	60	Jazz; Stage & Screen	Easy Listening; Theme
2443828	6017582		No Artist	118760	RCA Red Seal	RCA Red Seal	FRL1-7006	FRL1-7006	The Great French carousel organs.	The Great French Carousel Organs	US	1975	70	Folk, World, & Country	Folk
2443633	5248501	Mariachi Vargas de Tecalitlan	Mariachi Vargas de Tecalitlán	2995963	Arcano	Arcano	DKL1-3027	DKL1-3027	Bailando polka	Bailando Polkas	US	1963	60	Latin; Folk, World, & Country	Mariachi
3959568	585756		The Beach Boys	70829	Capitol	Capitol Records	MAS-2398	MAS-2398	Beach Boys' party!.	Beach Boys' Party!	Canada	1965	60	Rock	Pop Rock
3959762	1947069	The Bob Seger System	Bob Seger System	450186	Capitol	Capitol Records	ST-236	ST-236	Noah	Noah	US	1969	60	Rock	Psychedelic Rock; Pop Rock
3959783	3647686	Jackie DeShannon	Jackie DeShannon	310353	Capitol	Capitol Records	ST-772	ST-772	Songs	Songs	US	1971	70	Rock; Pop; Folk, World, & Country	Country Rock; Soft Rock; Acoustic
3959813	4798170	Paul Weston	Paul Weston (2)	299937	Capitol	Capitol Records	ST-1154	ST-1154	Music for dreaming	Music For Dreaming	US	1959	50	Jazz	Easy Listening
3959822	5555640	The Four Freshmen	The Four Freshmen	330342	Capitol	Capitol Records	ST-1485	ST-1485	The freshman year	The Freshman Year	US	1961	60	Jazz; Pop	Vocal; Ballad
3959882	3273974	Glen Campbell	Glen Campbell	175776	Capitol	Capitol Records	ST 2809	ST 2809	Gentle on my mind	Gentle On My Mind	US	1967	60	Rock; Pop	Country Rock; Vocal
3959857	9549105		The Seekers	325082	Capitol	Capitol Records	ST 2319	ST 2319	The New Seekers.	The New Seekers	US	1965	60	Pop; Folk, World, & Country	Folk
3960585	1490023		Glen Gray & The Casa Loma Orchestra	1277416	Capitol Records	Capitol Records	T-2131	ST-2131	Sounds of the great bands in Latin.	Sounds Of The Great Bands In Latin, Volume 9	US	1964	60	Jazz	Latin Jazz
3959684	2064350	Quicksilver Messenger Service	Quicksilver Messenger Service	335811	Capitol	Capitol Records	SMAS-11002	SMAS-11002	Comin' thru	Comin' Thru	US	1972	70	Rock	Blues Rock; Classic Rock
3959947	1123740	[all selections composed by] R. Shulman, D. Shulman, K. Minnear	Gentle Giant	240248	Capitol Records	Capitol Records	ST-11428	ST-11428	Free hand	Free Hand	US	1975	70	Rock	Prog Rock
3959974	1643008	Jackie Lomax	Jackie Lomax	798518	Capitol	Capitol Records	ST-11668	ST-11668	Did you ever have that feeling?	Did You Ever Have That Feeling?	US	1977	70	Rock; Pop	Soft Rock
3959978	2092714		Gentle Giant	240248	Capitol	Capitol Records	ST-11696	ST-11696	The missing piece.	The Missing Piece	US	1977	70	Rock	Prog Rock; Classic Rock
3959979	2751547		Sammy Hagar	245017	Capitol	Capitol Records	ST-11706	ST-11706	Musical chairs.	Musical Chairs	US	1977	70	Rock	Hard Rock
3960090	8586028		Meredith Willson	583501	Capitol	Capitol Records	SW-990	SW-990	Meredith Willson's The music man :	The Music Man - Original Broadway Cast	Australia	1958	50	Stage & Screen	Score; Musical
3960116	2598246	Barclay James Harvest	Barclay James Harvest	260370	Harvest	Harvest	SW-11145	SW-11145	Baby James Harvest	Baby James Harvest	US	1973	70	Rock	Soft Rock; Symphonic Rock; Prog Rock
3960183	4765421		Various	194	Capitol	Capitol Records	T-794	T-794	The history of jazz.	The History Of Jazz Vol. 2 - The Turbulent 'Twenties	US	1957	50	Jazz; Blues	Dixieland; Swing; Chicago Blues
3960221	2977606		Haunani Kahalewai	548002	Capitol	Capitol Records	T-1203	T-1203	Trade wind islands :	Trade Wind Islands	US	1959	50	Folk, World, & Country	Pacific
3960202	1676631	Louis Prima	Louis Prima & Keely Smith	713545	Capitol	Capitol Records	T-1010	T-1010	Las Vegas Prima style	Las Vegas Prima Style	US	1958	50	Jazz; Blues	Jump Blues; Big Band
3960320	785044	Bobbie Gentry	Bobbie Gentry	295181	Capitol	Capitol Records	T-2830	ST-2830	Ode to Billie Joe	Ode To Billie Joe	US	1967	60	Funk / Soul; Blues	Country Blues; Delta Blues; Soul
3959884	785044	Bobbie Gentry	Bobbie Gentry	295181	Capitol	Capitol Records	ST-2830	ST-2830	Ode to Billie Joe	Ode To Billie Joe	US	1967	60	Funk / Soul; Blues	Country Blues; Delta Blues; Soul
3960284	8248313		The Four Freshmen	330342	Capitol	Capitol Records	T-2168	T-2168	More Four Freshmen and five trombones.	More 4 Freshmen And 5 Trombones	US	1964	60	Jazz; Pop	Vocal
302077	6759949		Polynesian Cultural Center	4111176	BMC Records	BMC Records (11)	BMC 1001	BMC 1001	Invitation to paradise :	Invitation To Paradise	US	1979	70	Folk, World, & Country	Pacific
2434109	1922637	[original music by Emil] Stern	Emil Stern	403607	RCA Victor	RCA Victor	LSO-1160	LSO-1160	Marry me! Marry me! :	Marry Me! Marry Me! (Original Soundtrack Recording)	US	1969	60	Stage & Screen	Soundtrack
4215763	2584239		Chuck Mangione	92051	Mercury	Mercury	SRM-1-684	SRM-1-684	Land of make believe.	Land Of Make Believe... A Chuck Mangione Concert	US	1973	70	Jazz	Smooth Jazz
4215765	700498		Bachman-Turner Overdrive	218602	Mercury	Mercury	SRM-1-696	SRM-1-696	Bachman-Turner Overdrive II.	Bachman-Turner Overdrive II	US	1973	70	Rock	Classic Rock
4215766	598929	Ohio Players	Ohio Players	48413	Mercury	Mercury	SRM-1-705	SRM-1-705	Skin tight	Skin Tight	US	1974	70	Funk / Soul	Funk
