sd_id	dc_release_id	sd_artist	dc_artist	dc_artist_id	sd_record_label	dc_record_label	sd_label_cat_no	dc_label_cat_no	sd_title	dc_title	dc_country	dc_year	dc_decade	dc_genres	dc_styles
4934017	4273861	Lyrics by Oscar Hammerstein II ; [music by] Georges Bezet	Various	194	RCA Victor	RCA Victor Red Seal	LM 1881	LM 1881	Carmen Jones	Carmen Jones (From The Original Sound Track)	US	1954	50	Stage & Screen	Soundtrack; Musical
3959927	1642848	Pat Williams	Patrick Williams	255279	Capitol	Capitol Records	ST-11242	ST-11242	Threshold	Threshold	US	1973	70	Jazz; Pop	Big Band
6990345	8280160	the Four Lads	The Four Lads	457331	Columbia	Columbia	CL 1407	CL 1407	High spirits!	High Spirits!	US	1959	50	Folk, World, & Country	Folk; Gospel
2441909	3009715	Anita O'Day	Anita O'Day	258903	Verve Records	Verve Records	V-8442	V-8442	All the sad young men	All The Sad Young Men	US	1962	60	Jazz	Vocal
6692503	8772482		Various	194	Folkways Records	Folkways Records	FE 4414	FE 4414	Folk music of France.	Folk Music Of France	US	1951	50	Folk, World, & Country	Folk
4931604	2061599	Pierre Bensusan	Pierre Bensusan	341291	Rounder	Rounder Records	3023	3023	Près de Paris	Près De Paris	US	1978	70	Rock	Folk Rock
5049576	2972133	Pat Williams	Patrick Williams	255279	Verve Records	Verve Records	V6-5075	V6-5075	Heavy vibrations	Heavy Vibrations	US	1969	60	Jazz; Funk / Soul; Stage & Screen	Big Band; Soul-Jazz; Theme
5257902	1697110	Steve Lawrence & Eydie Gorme	Steve & Eydie	1494546	RCA Victor	RCA	LSP-4107	LSP-4107	Real true lovin'	Real True Lovin'	US	1969	60	Pop	Vocal
5257753	6475995	composed and conducted by Pat Williams]	Patrick Williams	255279	RCA Victor	RCA Victor	LSP 4037	LSP 4037	How sweet it is! :	How Sweet It Is! (Music From The Film Score)	US	1968	60	Jazz; Stage & Screen	Soundtrack
2441200	1424762	The George Shearing Quintet and orchestra	The George Shearing Quintet	320803	Capitol	Capitol Records	T 1124	ST 1124	Blue chiffon	Blue Chiffon	US	1959	50	Jazz; Pop	Easy Listening
2442099	1424753	the George Shearing Quintet with orchestra	The George Shearing Quintet	320803	Capitol	Capitol Records	T 1334	ST 1334	White satin	White Satin	US	1960	60	Jazz; Pop	Easy Listening
302400	5190671		West Point Glee Club	1535372	Vox	VOX (6)	STPL 516.530	STPL 516.530	The Cadet Glee Club, West Point, salutes the long gray line.	The Long Gray Line	US	1960	60	Pop; Brass & Military	Vocal; Military
302433	10034296	Experimental Sound Collective of I.C.A.I.C.]	Grupo De Experimentación Sonora Del ICAIC	802456	Paredon Records	Paredon	P 1010	P 1010	Cuba va! :	Cuba Va! Songs Of The New Generation Of Revolutionary Cuba	US	1971	70	Rock; Latin; Folk, World, & Country	Nueva Trova; Bolero
302277	2156219	Cannonball Adderley Quintet	The Cannonball Adderley Quintet	277633	Capitol	Capitol Records	ST-11121	ST-11121	The happy people	The Happy People	US	1972	70	Jazz	Soul-Jazz; Jazz-Funk; Latin Jazz
302292	1475049		Ron Carter Quartet	2605078	Milestone	Milestone Records	M-55004	M-55004	Piccolo.	Piccolo	US	1977	70	Jazz	Post Bop
302354	1920993		Edwin Hawkins Singers	254601	Pavilion	Pavilion Records	BPS-10001	BPS-10001	Let us go into the house of the Lord.	Let Us Go Into The House Of The Lord	US	1968	60	Funk / Soul	Gospel
4758677	3076245	Fred Astaire Dance Studio Orchestra	Fred Astaire Dance Studio Orchestra	1507302	RCA Camden	RCA Camden	CAL 476	CAL 476	Everybody cha cha!	Everybody Cha Cha!	US	1959	50	Jazz; Latin	Cha-Cha; Instrumental
4759421	9202803		Living Strings	1214994	RCA Camden	RCA Camden	CAL 639	CAL 639	Living Strings play music of the sea.	Living Strings Play Music Of The Sea	Canada	1960	60	Folk, World, & Country; Stage & Screen	Folk; Sea Shanties
4759393	7526911	The Ames Brothers	The Ames Brothers	439542	RCA Camden	RCA Camden	CAL 571	CAL 571	Sweet and swing	Sweet and Swing	US	1958	50	Pop	Vocal
4760958	5261296	the Norwegian Military Band	The Norwegian Military Band	3626990	RCA Camden	RCA Camden	CAS 474	CAS 474	Favorite marches	Favorite Marches	US	1959	50	Brass & Military	Marches
4761616	8084110	Kajanus Pickett	Kajanus Pickett	2670081	MCA	MCA Records	MCA-304	MCA-304	Hi ho Silver	Hi Ho Silver	US	1973	70	Rock	Pop Rock; Folk Rock
4763365	2717264		Living Strings	1214994	RCA Camden	RCA Camden	CAS-2364	CAS-2364	"Living Strings play music from ""Popi"" and other cinema gems."	Play Music From Popi And Other Cinema Gems	US	1969	60	Jazz; Stage & Screen	Theme; Easy Listening
4763368	6618896	Living Strings	Living Strings	1214994	RCA Camden	RCA Camden	CAS-2373	CAS-2373	Hawaiian memories	Hawaiian Memories	Canada	1970	70	Pop; Folk, World, & Country	Pacific; Easy Listening
4763394	7970263		The Organ Masters	1216667	RCA Camden	RCA Camden	CAS-2412	CAS-2412	Music for young lovers.	Music For Young Lovers	US	1970	70	Jazz; Pop	Easy Listening
4763323	1509051	Living Strings [and] Living Voices	Living Strings	1214994	RCA Camden	RCA Camden	CAS-2319	CAS-2319	The windmills of your mind :	Academy Award Winning Songs Of The Present And Past	US	1969	60	Stage & Screen	Score
4763344	6029701		Living Marimbas Plus Strings	603517	RCA Camden	RCA Camden	CAS-2329	CAS-2329	and other hits.	Galveston And Other Hits	US	1969	60	Pop	Light Music
4763425	6111890		Living Strings	1214994	RCA Camden	RCA Camden	CAS-2453	CAS-2453	Living Strings play favorites made famous again.	Living Strings Play Favorites Made Famous Again	US	1971	70	Pop	Easy Listening
4763315	6191978		Living Strings	1214994	RCA Camden	RCA Camden	CAS-2303	CAS-2303	Living Strings plus trumpet play Bert Kaempfert hits.	Play Bert Kaempfert Hits	US	1969	60	Pop	Easy Listening
4763355	3170650	Living Trio	Living Trio	341974	RCA Camden	RCA Camden	CAS-2340	CAS-2340	Love theme from Romeo and Juliet	Love Theme From 'Romeo And Juliet'	US	1969	60	Jazz; Pop	Easy Listening
4763431	2202526	Living Strings	Living Strings	1214994	RCA Camden	RCA Camden	CAS-2505	CAS-2505	Nostalgia	Nostalgia	US	1971	70	Jazz	Easy Listening
4764026	2033647		The Kiki Dee Band	530659	Rocket Record Co./MCA Records	The Rocket Record Company	MCA-458	MCA-458	I've got the music in me.	I've Got The Music In Me	US	1974	70	Rock	Pop Rock
4764143	1969628	Iron City Houserockers	Iron City Houserockers	489132	MCA Records	MCA Records	MCA-3099	MCA-3099	Love's so tough	Love's So Tough	US	1979	70	Rock	Pop Rock; Classic Rock; Rock & Roll
4766148	2440194	New Riders of the Purple Sage	New Riders Of The Purple Sage	476171	MCA Records	MCA Records	MCA-2248	MCA-2248	Who are those guys?	Who Are Those Guys?	US	1977	70	Rock; Folk, World, & Country	Folk Rock; Country Rock
4766440	1480031	New Riders of the Purple Sage	New Riders Of The Purple Sage	476171	MCA Records	MCA Records	MCA-2196	MCA-2196	New Riders	New Riders	US	1976	70	Rock	Folk Rock; Country Rock
4766184	2500426	the Lost Gonzo Band	The Lost Gonzo Band	1537307	MCA Records	MCA Records	MCA-2232	MCA-2232	Thrills	Thrills	US	1976	70	Rock; Funk / Soul	Folk Rock; Country Rock; Funk
4760766	10361510		The Original Wolfgangseer Musikanten	5789225	Summit	Summit (5)	SUM 5025	SUM 5025	Folk music of the magic Salzburg Mountains.	Folk Music Of The Magic Salzburg Mountains	US	1978	70	Folk, World, & Country	Folk
4762614	4949172	Living Percussion	Living Percussion	3481530	RCA Camden	RCA Camden	CAS-2255	CAS-2255	The beat goes on	The Beat Goes On	US	1969	60	Jazz; Pop	Easy Listening
4762956	5045789	Living Marimbas plus Strings	Living Marimbas Plus Strings	603517	RCA Camden	RCA Camden	CAS-2283	CAS-2283	"MacArthur Park"" and other favorites"	MacArthur Park And Other Favorites	US	1968	60	Jazz; Latin	Easy Listening
4762965	6617918	Living Strings	Living Strings	1214994	RCA Camden	RCA Camden	CAS-2285	CAS-2285	"By the time I get to Phoenix"" and other country favorites"	By The Time I Get To Phoenix And Other Country Favorites	US	1968	60	Folk, World, & Country	Country; Easy Listening
4762968	6618736	Living Strings plus organ	Living Strings	1214994	RCA Camden	RCA Camden	CAS-2291	CAS-2291	Ebb tide and other favorites	Ebb Tide And Other Favorites	US	1969	60	Jazz; Pop	Easy Listening
4763724	4472444	Living Strings	Living Strings	1214994	RCA Camden	RCA Camden	CCS 0001	CCS 0001	Music from faraway places	Music From Faraway Places	US	1967	60	Jazz; Pop	Easy Listening
4767178	374661	Toshiko Akiyoshi-Lew Tabackin Big Band	Toshiko Akiyoshi-Lew Tabackin Big Band	257337	RCA Victor	RCA Victor	CPL2-2242	CPL2-2242	Road time	Road Time	US	1976	70	Jazz	Bop; Big Band; Swing
3960412	11462731		The Goldman Band	373745	Capitol	Capitol Records	SW 1688	SW 1688	Cavalcade of the American band.	Cavalcade Of The American Band	US	1962	60	Brass & Military	Marches; Brass Band
4541168	11462731		The Goldman Band	373745	Capitol	Capitol Records	W 1688	SW 1688	Cavalcade of the American band.	Cavalcade Of The American Band	US	1962	60	Brass & Military	Marches; Brass Band
4740884	2406560		The Academy Award Orchestra	1916794	Somerset	Somerset	SF-27800	SF-27800	Golden award hits of '67.	Gold Award Hits Of 67	US	1967	60	Jazz; Pop	Easy Listening
4749198	6271163		Millikin University Jazz Band	1038577	Mark Custom Records	Mark Records	MC 8028	MC 8028	Millikin University Jazz Band, '74.	Millikin University Jazz Band	US	1974	70	Jazz	Big Band
4750058	6730135		University Of Illinois Jazz Band	1264667	Mark Custom Records	Mark Records	MC 2945	MC 2945	The University of Illinois Jazz Band and the Hot 7 at CJF.	The University Of Illinois Jazz Band And The Hot 7 And CJF	US	1970	70	Jazz	Post Bop; Hard Bop; Jazz-Funk; Free Jazz; Big Band; Swing; Dixieland
4750308	9659321		The University Of Miami Concert Jazz Band	829334	Mantua	Mantua Records (2)	MAN 76	MAN 76	Seventh sign.	Seventh Sign	US	1976	70	Jazz	Big Band; Modal
4750798	8428754	George Shearing Quintet	The George Shearing Quintet	320803	MGM Records	MGM Records	E155	E155	I hear music	I Hear Music	US	1952	50	Jazz	Cool Jazz
4672639	1937700	the Rooftop Singers	The Rooftop Singers	316995	Vanguard	Vanguard	VSD-2136	VSD-2136	Walk right in	Walk Right In!	US	1963	60	Jazz; Pop; Folk, World, & Country	Folk Rock; Folk
4737269	5939033		Banda dell'Aeronautica Militare	2982511	Vesuvius	Vesuvius (2)	4429	4429	Banda dell'Aeronautica Militaire Italiana.	Banda Dell'Aeronautica Militare Italiana	US	1963	60	Brass & Military	Military
4738060	4760211		101 Strings	22041	Somerset	Somerset	SF-20300	SF-20300	I left my heart in San Francisco.	I Left My Heart In San Francisco	US	1964	60	Jazz; Blues; Pop	Easy Listening
4738159	2858111	David Holland Quartet	David Holland Quartet	263427	ECM Records	ECM Records	ECM 1-1027	ECM 1-1027 ST	Conference of the birds	Conference Of The Birds	US	1973	70	Jazz	Free Jazz
4737341	1741961	David Holland Quartet	David Holland Quartet	263427	ECM Records	ECM Records	ECM 1027 ST	ECM 1027 ST	Conference of the birds	Conference Of The Birds	US	1973	70	Jazz	Free Jazz
4735572	1644058		The New World Theatre Orchestra	1359937	Somerset Records	Somerset	P-3100	P-3100	Let's dance to hits of the 30's and 40's.	Let's Dance To Hits Of The 30's And 40's	US	1958	50	Jazz	Big Band
4737027	799767	Ferko String Band	The Ferko String Band	631489	Somerset	Somerset	P-3700	P-3700	The happiest music in the world	The Happiest Music In The World	US	1958	50	Jazz; Blues; Pop	Country Blues; Dixieland
4737648	3586909	"101"" Strings"	101 Strings	22041	Somerset	Somerset	P-13000	P-13000	I love Paris	I Love Paris	US	1960	60	Folk, World, & Country	Classical
4737457	2551244	The Gary Burton Quintet with Eberhard Weber	Gary Burton Quintet	609499	ECM	ECM Records	ECM 1051	ECM 1051	Ring	Ring	US	1974	70	Jazz	Fusion
4672308	1581554	Cashman & West	Cashman & West	1500944	Dunhill/ABC Records	ABC/Dunhill Records	DSX-50141	DSX-50141	Moondog serenade	Moondog Serenade	US	1973	70	Rock; Pop	Soft Rock; Pop Rock
4736105	5106712	the Buck Clayton Septet	The Buck Clayton Septet	795665	Vanguard	Vanguard	VRS 8514	VRS 8514	Buckin' the blues	Buckin' The Blues	UK	1972	70	Jazz	Swing
302127	395720		Preservation Hall Jazz Band	271588	Columbia	Columbia	M 34549	XM 34549	Preservation Hall Jazz Band, New Orleans, La.	New Orleans, Volume 1	US	1977	70	Jazz	Dixieland
302275	2237315		The Cannonball Adderley Quintet	277633	Capitol	Capitol Records	ST-484	ST-484	Cannonball Adderley Quintet & orchestra.	The Cannonball Adderley Quintet And Orchestra	US	1970	70	Jazz	Free Jazz; Bop; Jazz-Funk; Soul-Jazz
302271	1844196	Cannonball Adderley Quintet	The Cannonball Adderley Quintet	277633	Capitol	Capitol Records	ST-2987	ST-2987	Accent on Africa	Accent On Africa	US	1968	60	Jazz	Soul-Jazz; Afrobeat
4898835	4887080	the Jonah Jones Quartet	The Jonah Jones Quartet	270027	Decca	Decca	DL 74800	DL 74800	Sweet with a beat	Sweet With A Beat	US	1966	60	Jazz	Bop
4898767	10511737		Living Strings	1214994	RCA Camden	RCA Camden	CXS-9022	CXS-9022	Theme from Summer of '42, and other great piano favorites.	Theme From 'Summer Of '42' And Other Great Favorites	Canada	1972	70	Stage & Screen	Musical
4899052	4080843		Glenn Miller And The Army Air Force Band	456877	RCA Special Products	RCA Special Products	DPL1-0194	DPL1-0194	and his Army Air Force Band.	U.S. Air Force Museum Exhibit Dedication Record (Wright-Patterson Air Force Base, Ohio)	US	1976	70	Jazz	Big Band
4898559	3686944	the Kingston Trio	Kingston Trio	326125	Decca	Decca	DL 74694	DL 74694	Somethin' else	Somethin' Else	US	1965	60	Jazz; Rock; Folk, World, & Country	Folk; Beat; Mod; Folk Rock; Country Rock
194879	8165669	Russian Jazz Quartet	The Russian Jazz Quartet	566651	Impulse	Impulse!	A-80	A-80	Happiness	Happiness	Canada	1965	60	Jazz	Post Bop; Modal
194948	4531663	Hank Jones Trio	Hank Jones Trio	636145	Progressive Records	Progressive Records (2)	7004	7004	Arigato	Arigato	US	1977	70	Jazz	Bop
195011	3315009	Oscar Peterson Trio	The Oscar Peterson Trio	255646	Verve Records	Verve Records	V6-8454	V6-8454	West side story	West Side Story	US	1962	60	Jazz	Hard Bop; Modal
194416	379886	the Miles Davis Sextet	The Miles Davis Sextet	260757	Columbia	Columbia	PC 32470	PC 32470	Jazz at the Plaza.	Jazz At The Plaza Volume 1	US	1977	70	Jazz	Hard Bop; Modal; Post Bop
194440	2032493	Modern Jazz Quartet	The Modern Jazz Quartet	254990	Atlantic	Atlantic	SD 2-301	SD 2-301	The art of the Modern Jazz Quartet :	The Art Of The Modern Jazz Quartet - The Atlantic Years	US	1973	70	Jazz	Contemporary Jazz
194433	7977320		The Modern Jazz Quartet	254990	Atlantic	Atlantic	1429	1429	Collaboration :	Collaboration	US	1964	60	Jazz	Cool Jazz; Latin Jazz
194646	1657454	The Lee Konitz Quintet	Lee Konitz Quintet	375440	Chiaroscuro	Chiaroscuro Records	CR 166	CR 166	Affinity	Affinity	US	1977	70	Jazz	Post Bop; Contemporary Jazz
194567	3542128	Supersax	Supersax	399275	Pausa	Pausa Records	PR 7038	PR 7038	Chasin' the bird	Chasin' The Bird	US	1977	70	Jazz	Bop
194573	575680	Tower of Power	Tower Of Power	35197	Warner Bros.	Warner Bros. Records	BS 2880	BS 2880	In the slot	In The Slot	US	1975	70	Funk / Soul	Soul; Funk
194588	1494113	Miles Davis Sextet	The Miles Davis Sextet	260757	Columbia	Columbia	CL 1656	CL 1656	Someday my prince will come	Someday My Prince Will Come	US	1961	60	Jazz	Hard Bop; Modal
194595	598643	Red Garland Quintet	The Red Garland Quintet	380510	Prestige	Prestige	2162-24023	2162-24023	Jazz junction	Jazz Junction	Canada	1973	70	Jazz	Hard Bop
194608	3736320	Modern Jazz Quartet	The Modern Jazz Quartet	254990	Prestige	Prestige	PR 24005	PR 24005	The Modern Jazz Quartet	Modern Jazz Quartet	US	1972	70	Jazz	Post Bop; Cool Jazz
194611	2682493	Singers Unlimited	The Singers Unlimited	333460	Pausa	Pausa Records	7048	PR 7048	Just in time	Just In Time	US	1978	70	Jazz; Pop	Easy Listening; Cool Jazz; Vocal
4937797	8431261	Jimmy Lindsay and his Scottish Dance Band	Jimmy Lindsay And His Scottish Dance Band	5013485	Royal Scottish	Royal Scottish Country Dance Society	RSCDS 2	RSCDS 2	Music for twelve traditional dances	Music For Twelve Traditional Dances Book 28	UK	1977	70	Folk, World, & Country	Celtic
4938037	2435081	Ian & Sylvia	Ian & Sylvia	1013029	Vanguard	Vanguard	VSD-79215	VSD-79215	Play one more	Play One More	US	1966	60	Folk, World, & Country	Folk
4938374	5261511		Μαρίζα Κωχ	945823	Radio Canada International	Omega International	364	OM 36.364	Ayorama Woodwind Quintet =	Panaya Mou	Netherlands	1976	70	Folk, World, & Country	Éntekhno
4938504	409644		The Great Metropolitan Steam Band	281690	Decca	Decca	DL 75143	DL 75143	The Great Metropolitan Steam Band.	The Great Metropolitan Steam Band	US	1969	60	Jazz; Rock	Folk Rock; Blues Rock
4925288	4854252	Patti Smith Group	Patti Smith Group	97733	Arista	Arista	AB 4171	AB 4171	Easter	Easter	US	1978	70	Rock	New Wave; Punk
4925229	1839044	Art Van Damme Quintet	The Art Van Damme Quintet	745606	Columbia	Columbia	CL 630	CL 630	Martini time	Martini Time	US	1955	50	Jazz	Easy Listening; Cool Jazz
4925230	4351936	The Alpha Band	The Alpha Band	1368796	Arista	Arista	AB 4145	AB 4145	Spark in the dark	Spark In The Dark	US	1977	70	Rock	Country Rock
4913237	5017573		The Parris Mitchell Strings	3887352	Pickwick/33	Pickwick/33 Records	SPC-5003	SPC-5003	From Spain with love.	From Spain With Love	US	1965	60	Jazz	Smooth Jazz; Easy Listening
4913305	3567456	Rolling Stones	The Rolling Stones	20991	London	London Records	NPS-5	NPS-5	Get yer ya-ya's out	Get Yer Ya-Ya's Out! - The Rolling Stones In Concert	US	1970	70	Rock	Blues Rock; Rock & Roll
4919586	1744712	Afro Blues Quintet Plus One	The Afro Blues Quintet Plus One	529016	Mira Records	Mira Records	LPS 3013	LPS 3013	Discovery 3	Discovery 3	US	1967	60	Jazz; Funk / Soul	Afro-Cuban Jazz; Soul-Jazz
4911126	2098194	Ferrante & Teicher	Ferrante & Teicher	179036	Pickwick/33	Pickwick/33 Records	SPC-3077	SPC-3077	"In love"" with Ferrante & Teicher"	In Love With Ferrante & Teicher	US	1967	60	Jazz; Pop; Stage & Screen	Easy Listening; Theme
4920060	4842833	The Mystic Moods Orchestra	The Mystic Moods Orchestra	1016551	Warner Bros.	Warner Bros. Records	BS 2598	BS 2598	Mystic moods of love	The Mystic Moods Of Love	US	1972	70	Jazz; Pop	Easy Listening
5024867	825671	Bee Gees	Bee Gees	97664	Atco	ATCO Records	SD 33-292	SD 33-292	Best of Bee Gees	Best Of Bee Gees	US	1969	60	Rock	Soft Rock; Psychedelic Rock; Pop Rock
4925055	1778025		Buckingham Nicks	1360440	Polydor	Polydor	PD-5058	PD-5058	Buckingham Nicks.	Buckingham Nicks	US	1973	70	Rock	Pop Rock
6485965	3308176	with the Modern Jazz Quartet	The Modern Jazz Quartet	254990	Prestige	Prestige	LP 7005	PRLP 7005	Concorde	Concorde	US	1955	50	Jazz	Bop; Cool Jazz
4930567	3772107		The Marvelettes	86097	Motown	Motown	M7-827R2	M7-827R2	Marvelettes' anthology.	Anthology	US	1975	70	Funk / Soul	Soul
4930560	215622	the Supremes	The Supremes	17966	Motown	Motown	M6-863S1	M6-863S1	High energy	High Energy	US	1976	70	Funk / Soul	Soul; Disco
4927500	7645078	the Red Garland Quintet with John Coltrane and Donald Byrd	The Red Garland Quintet	380510	Prestige	Prestige	24023	PR 24023	Jazz junction	Jazz Junction	US	1973	70	Jazz	Hard Bop
4928617	2750719	the Gateway Singers	The Gateway Singers	2150649	Warner Bros.	Warner Bros. Records	W 1334	W 1334	Wagons west	Wagons West	US	1959	50	Folk, World, & Country	Folk
4928383	2778680	the Jack Daugherty Orchestra	The Jack Daugherty Orchestra	2169175	Monterey Records	Monterey Records	MS-100	MS-100	Carmel by the sea	Carmel By The Sea	US	1976	70	Jazz	Jazz-Funk
4935603	2348541	Quartette Très Bien	Quartette Trés Bien	1433721	Atlantic	Atlantic	1461	1461	Bully!	Bully!	US	1966	60	Jazz	Soul-Jazz; Contemporary Jazz
4934941	4468283	Highlanders	The Argyll And Sutherland Highlanders	2518440	Music for Pleasure	Music For Pleasure	MFP 1253	MFP 1253	Pipes & drums	Pipes & Drums	UK	1968	60	Brass & Military	Pipe & Drum
4912116	9178333		The Righteous Brothers	254127	MGM Records	MGM Records	SE 4885	SE 4885	History of the Righteous Brothers.	History Of The Righteous Brothers	Canada	1972	70	Rock; Funk / Soul; Blues; Pop	Rock & Roll; Vocal
4912171	3824348	the Di Mara Sisters	The Di Mara Sisters	1469585	Roulette	Roulette	R-25062	R-25062	Cha cha Italiana	Cha Cha Italiana	US	1959	50	Pop; Folk, World, & Country	Vocal
4912238	2274777	[performed by] the Beach Boys	The Beach Boys	70829	Pickwick	Pickwick/33 Records	SPC-3309	SPC-3309	Wow! Great concert	Wow! Great Concert!	US	1972	70	Rock	Surf; Pop Rock
4925954	6717125		Orchestra Barbu Lăutaru	999998	Monitor	Monitor Records (2)	MFS 377	MFS 377	Rapsodia Romina.	Rapsodia Romina	US	1962	60	Folk, World, & Country	Folk
4930185	11871281	The Anita Kerr Singers	The Anita Kerr Singers	341656	Warner Bros.	Warner Bros. Records	WS 1665	WS 1665	Slightly Baroque	Slightly Baroque	Canada	1966	60	Jazz	Easy Listening
4930254	6721308	Anita Kerr and the Anita Kerr Singers	Anita Kerr	391275	Warner Bros.-Seven Arts	Warner Bros. - Seven Arts Records	WS 1750	WS 1750	Sounds	Sounds	US	1968	60	Jazz; Pop	Easy Listening
4930976	3031143	Dry Branch Fire Squad	Dry Branch Fire Squad	2021914	Rounder	Rounder Records	0119	Rounder 0119	Born to be lonesome	Born To Be Lonesome	US	1979	70	Folk, World, & Country	Bluegrass
4930777	6804482	the Gateway Singers	The Gateway Singers	2150649	Warner Bros.	Warner Bros. Records	WS 1295	WS 1295	The Gateway Singers on the lot	On The Lot	US	1959	50	Folk, World, & Country	Folk
4930896	7959802		Michael Stanley Band	447062	Arista	Arista	AB 4182	AB 4182	Cabin fever.	Cabin Fever	US	1978	70	Rock	Rock & Roll
4931058	2813960	the Everly Brothers	Everly Brothers	145071	Warner Bros.	Warner Bros. Records	WS 1471	WS 1471	The golden hits of the Everly Brothers	The Golden Hits Of	US	1962	60	Rock; Pop	Rock & Roll; Country Rock
4931128	11857236	Austrian Folk Musicians	Karl Zaruba	1761562	Vanguard	Vanguard	VRS 7004	VRS 7004	The merry yodeler	The Merry Yodeler	US	1954	50	Folk, World, & Country	Folk; Vocal
4931347	4373172		The Anita Kerr Orchestra	835142	Warner Bros.	Warner Bros. Records	WS 1640	WS 1640	And now-- the Anita Kerr Orchestra!.	And Now ... The Anita Kerr Orchestra!	US	1966	60	Jazz; Pop	Space-Age
4930174	7332957		The Anita Kerr Orchestra	835142	Warner Bros.	Warner Bros. Records	W 1640	W 1640	And now-- the Anita Kerr Orchestra!.	And Now ... The Anita Kerr Orchestra!	US	1966	60	Jazz; Pop	Space-Age
4932123	1937731	The Rooftop Singers	The Rooftop Singers	316995	Vanguard	Vanguard	VRS-9134	VRS-9134	Good time	Good Time!	US	1964	60	Pop; Folk, World, & Country	Folk Rock; Folk
4931918	4808982	The Girls from Bahia	The Girls From Bahia	2985139	Warner Bros.	Warner Bros. Records	WS 1715	WS 1715	Revolucion con Brasilia	¡Revolución Con Brasilia!	US	1967	60	Latin	Bossanova; Samba
4932304	3403628		The Blue Velvet Band	1437476	Warner Bros.-Seven Arts	Warner Bros. - Seven Arts Records	WS 1802	WS 1802	Sweet moments with the Blue Velvet Band.	Sweet Moments With The Blue Velvet Band	US	1969	60	Rock; Folk, World, & Country	Country Rock
4933464	767637	Patti Smith Group	Patti Smith Group	97733	Arista	Arista	AB 4221	AB 4221	Wave	Wave	US	1979	70	Rock	Punk; Classic Rock
4933317	6567336	The Male Chorus of the Robert Shaw Chorale	The Robert Shaw Chorale	905491	RCA Victor	RCA Victor	LM 1815	LM 1815	With love from a chorus	With Love From A Chorus	US	1954	50	Pop	Vocal
4933833	1699417	Cate Bros	Cate Brothers	508628	Asylum Records	Asylum Records	7E-1050	7E-1050	Cate Bros	Cate Bros.	US	1975	70	Rock; Funk / Soul; Pop	Pop Rock; Funk; Disco
4934115	2578895	Cate Bros	Cate Brothers	508628	Elektra/Asylum Records	Asylum Records	7E-1080	7E-1080	In one eye and out the other	In One Eye And Out The Other	US	1976	70	Rock; Funk / Soul; Folk, World, & Country	Country Rock; Soul
4934411	2616350	The Bernie Michael Georgiades Band	The Bernie Leadon-Michael Georgiades Band	1503810	Asylum.	Asylum Records	7E-1107	7E-1107	Natural progressions	Natural Progressions	US	1977	70	Rock	Country Rock; Soft Rock
4934402	2616350	The Bernie Michael Georgiades Band	The Bernie Leadon-Michael Georgiades Band	1503810	Asylum.	Asylum Records	7E-1107	7E-1107	Natural progressions	Natural Progressions	US	1977	70	Rock	Country Rock; Soft Rock
4934414	2721227	Jelly	Jelly	41824	Asylum	Asylum Records	7E-1096	7E-1096	A true story	A True Story	US	1977	70	Rock; Pop	Pop Rock
4935362	4167009	Modern Jazz Quartet ; guest artist: Sonny Rollins	The Modern Jazz Quartet	254990	Atlantic	Atlantic	1299	SD 1299	The Modern Jazz Quartet at Music Inn.	The Modern Jazz Quartet At Music Inn —  Volume 2	US	1958	50	Jazz	Cool Jazz
4935376	2263142	The Modern Jazz Quartet	The Modern Jazz Quartet	254990	Atlantic	Atlantic	1265	1265	The Modern Jazz Quartet	The Modern Jazz Quartet	US	1957	50	Jazz	Cool Jazz
4928745	3385460		The Modern Jazz Quartet	254990	Prestige	Prestige	PRLP 160	PRLP 160	The Modern Jazz Quartet.	The Modern Jazz Quartet	US	1953	50	Jazz	Cool Jazz
6551947	5275964		The Modern Jazz Quartet	254990	Supraphon	Supraphon	1 15 0717	1 15 0717	The Modern Jazz Quartet.	The Modern Jazz Quartet	Czechoslovakia	1970	70	Jazz	Cool Jazz; Post Bop
4934963	2655617		Iroquois	967240	Music Gallery Editions	Music Gallery Editions	MGE 16	MGE 16	Iroquois social music.	Yeh Yen Wen Sa Gey  Had Nad Tren Nute Tah, Iroquois Social Music	Canada	1979	70	Folk, World, & Country	Aboriginal
4935294	1715704	the Erroll Garner Trio	Erroll Garner	262816	Atlantic	Atlantic	1227	1227	The greatest Garner	The Greatest Garner	US	1956	50	Jazz	Bop; Swing
4920690	2943965		Bert Kaempfert & His Orchestra	252133	Polydor	Polydor	184 091	184 091	El mundo que conocimos	El Mundo Que Conocimos	Spain	1967	60	Jazz; Pop	Easy Listening
4923988	2603004		Pete Christlieb	252995	Warner Bros.	Warner Bros. Records	BSK 3236	BSK 3236	Apogee.	Apogee	US	1978	70	Jazz	Post Bop; Modal
4923829	7233315	Manfred Mann's Earth Band	Manfred Mann's Earth Band	170358	Warner Bros.	Warner Bros. Records	BSK 3157	BSK 3157	Watch	Watch	US	1977	70	Rock	Pop Rock; Prog Rock
4921844	1510979	David Sanborn Band	David Sanborn Band	1260089	Warner Bros.	Warner Bros. Records	BS 3051	BS 3051	Promise me the moon	Promise Me The Moon	US	1977	70	Jazz	Smooth Jazz
